price,product_name,rating
"1,298",Karbonn K451 Power (Champagne-Black),3.9 out of 5 stars
,The Bourne Identity,4.6 out of 5 stars
"9,999",Mobiistar X1 Notch Sapphire Blue (3GB+32GB),3.2 out of 5 stars
"22,999","Honor 20 (Midnight Black, 6GB, 128GB Storage) - 48m AI Quad Rear Camera & Kirin 980 Processor.",4.5 out of 5 stars
,"Lava Z91 (Blue, 2GB RAM, 16GB Storage) with Offers",3.6 out of 5 stars
"12,999","Honor 8C (Black, 4GB RAM, 64GB Storage)",4.1 out of 5 stars
,"Lenovo K8 Note (Venom Black, 4GB RAM, 64GB Storage) with New System Update",3.5 out of 5 stars
,IKALL K1 5 inch 4G Android Phone with Freebie Grip/Stand - Black,1.0 out of 5 stars
,"Nokia 7.2 (Cyan Green, 6GB RAM, 64GB Storage)",3.7 out of 5 stars
,"Redmi Note 7 Pro (Space Black, 128GB, 6GB RAM)",4.2 out of 5 stars
"11,990","Nokia 3.1 Plus (White, 3GB RAM, 32GB Storage)",3.6 out of 5 stars
"1,21,300",Apple iPhone 11 Pro (256GB) - Midnight Green,4.5 out of 5 stars
"16,990","TECNO Camon15 Pro (Opal White, 6GB RAM, 128GB Storage)",5.0 out of 5 stars
399,"SBA999 ABM412 M4 Bluetooth Wireless Smart Fitness Band for Boys/Men/Kids/Women | Sports Watch Compatible with Xiaomi, Oppo, Vivo Mobile Phone | Heart Rate and BP Monitor, Calories Counter",3.2 out of 5 stars
195,SBA999-A001 Metal Lazy Stand Bracket Mobile Phone Stand | Flexible | Portable - Foldable | 360 Degree | Gooseneck Long Arm Clip-((Color May Vary),3.1 out of 5 stars
"485,460,.,0","Power Phone Scripts: 500 Word-for-Word Questions, Phrases, and Conversations to Open and Close More Sales",4.8 out of 5 stars
385,"Remixmart M4 Bluetooth Wireless Smart Fitness Band for Boys/Men/Kids/Women | Sports Watch Compatible with Xiaomi, Oppo, Vivo Mobile Phone | Heart Rate and BP Monitor, Calories Counter by RemixmartTM",2.3 out of 5 stars
"27,999","Samsung Galaxy A51 (Blue, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",4.2 out of 5 stars
760,"Prakal Telephone with Incoming Caller ID LCD Display,Home,Office,Hotel Landline Phone with 30 Incoming Memories",5.0 out of 5 stars
,"Realme 5i (Aqua Blue, 4GB RAM, 64GB Storage)",4.2 out of 5 stars
"27,490","OPPO Reno2 Z (Sky White, 8GB RAM, 256GB Storage) with No Cost EMI/Additional Exchange Offers",4.3 out of 5 stars
"6,999","(Renewed) LG Q7 (Aurora Black, 32GB)",3.6 out of 5 stars
"8,990","OPPO A11K (Flowing Silver, 2GB RAM, 32GB Storage) with No Cost EMI/Additional Exchange Offers",
"29,999","Redmi K20 Pro (Flame Red, 8GB RAM, 256GB Storage) - Extra 2,000 Off on Exchange &12 Month No Cost EMI",4.3 out of 5 stars
,Tecno CAMON i4 (Triple Camera ON DOT Notch); 4GB+64GB Memory (Champagne Gold),5.0 out of 5 stars
"5,900","SHIVANSH OBI Worldphone Phone MV1 (2 GB RAM, 16 GB Internal Storage, White) (Black)",3.3 out of 5 stars
"16,499","Samsung Galaxy A21s (White, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",2.6 out of 5 stars
"68,300",Apple iPhone 11 (64GB) - White,4.6 out of 5 stars
"28,000","Samsung Galaxy A70s (Red, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",4.1 out of 5 stars
"12,990","LG Q6 (Black, 3GB RAM, 32GB Storage)",3.5 out of 5 stars
"22,999","Honor 20 (Sapphire Blue, 6GB, 128GB Storage) - 48m AI Quad Rear Camera & Kirin 980 Processor.",4.5 out of 5 stars
,"OPPO F11 Pro (Thunder Black, 6GB RAM, 64GB Storage)",4.3 out of 5 stars
,"Motorola G5s Plus (Lunar Grey, 64GB)",3.8 out of 5 stars
,"Samsung Galaxy J6 (Black, 4GB RAM, 64GB Storage)",4.1 out of 5 stars
999,Jeval Orientel Landline Corded Phone KX-T1333P/T Phone Telephone Orientel 1333 Black&White,
"25,900","Samsung Galaxy A70s (Red, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",4.1 out of 5 stars
"12,949","Motorola Moto G6 Play (Gold, 32GB)",3.4 out of 5 stars
"5,500",Surya Oxiron Model X4 16 GB with 2 GB RAM and Reliance Jio 4G Sim (White),3.7 out of 5 stars
,Rampage,4.1 out of 5 stars
"11,999",Infinix Note 5 Stylus (Bordeaux Red),5.0 out of 5 stars
"89,900",Apple iPhone Xs Max (256GB) - Gold,4.3 out of 5 stars
"28,000","Samsung Galaxy A70s (Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",4.1 out of 5 stars
259,Bigbox99 Mobile Phone Metal Stand with Card Holder for Smartphones and Tablet - Antique Silver,
,"OPPO F11 Pro (Thunder Black, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",4.3 out of 5 stars
,Rampage,4.1 out of 5 stars
"1,06,600",Apple iPhone 11 Pro (64GB) - Gold,4.5 out of 5 stars
"8,358,4,487,.",New Directions in Wireless Communications Systems: From Mobile to 5G,
,"(Renewed) Vivo V9 (Pearl Black, 64GB)",5.0 out of 5 stars
,"Motorola G6 Play PA9V0000GB (Indigo Black, 32GB)",3.7 out of 5 stars
"25,250","Samsung Galaxy A51 (White, 6GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",4.2 out of 5 stars
"7,200","TCL 562 VR (Dark Grey, 32GB)",3.4 out of 5 stars
645,"Nillkin Case for Apple iPhone 11 Pro Max (6.5"" Inch) Super Frosted Hard Back Cover PC with Logo Cut Black Color",4.0 out of 5 stars
"18,990","Vivo S1 (Skyline Blue, 6GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers",4.3 out of 5 stars
,"Itel S42 Smartphone 16GB ROM, 3GB RAM (Rose Gold)",4.1 out of 5 stars
"4,490",micromax canvas spark,3.6 out of 5 stars
,"Moto E5 XT1944-5 (Flash Grey, 16GB)",4.1 out of 5 stars
799,Mixen Orientel KX-T555 Jumbo LCD Landline Caller Id Telephone Corded Phone Landline Phone,3.1 out of 5 stars
259,Bigbox99 Mobile Phone Metal Stand with Card Holder for Smartphones and Tablet - Antique Silver,
299,ALDIVO 3D Vr Box For Micromax Canvas HD A116 (Without Remote),
,"Lenovo K8 Note (Venom Black, 3GB RAM, 32GB Storage) System Update",3.7 out of 5 stars
"16,849","Nokia 7.2 (Cyan Green, 64 GB) (4 GB RAM)",2.6 out of 5 stars
"31,500",Apple iPhone 7 (32GB) - Rose Gold,4.2 out of 5 stars
,"Honor 20i (Midnight Black, 128GB Storage, Triple AI Camera)",4.2 out of 5 stars
"11,149","Lenovo K8 (Fine Gold, 32GB)",3.8 out of 5 stars
"31,990","OPPO Reno3 Pro (Midnight Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",3.7 out of 5 stars
,"Vivo V11 Pro (Starry Night Black, 6GB RAM, 64GB Storage)",4.4 out of 5 stars
,"YU YU5040 (Chrome Black, 4GB RAM, 32GB Storage)",3.7 out of 5 stars
,"Nokia 7.2 (Charcoal, 64 GB) (4 GB RAM)",3.8 out of 5 stars
,Lenovo K9 Note 4gb Ram 64gb ROM - Gold,3.7 out of 5 stars
,"Micromax Infinity N12 (Viola, 3GB, 32GB Storage) (Viola)",3.7 out of 5 stars
493,Amazon Fire Phone: All You Need to Know About the First Ever Smartphone from Amazon,3.0 out of 5 stars
899,The Perfect Lifestyles Caller ID Landline Big Phone Corded for Home and Office Purpose Multi Color,
,"Vivo Y83 (Black, 4GB RAM, 32GB Storage) with Offers",4.2 out of 5 stars
,"(Renewed) Oppo F9 (Mist Black, 4GB RAM, 64GB Storage) Without Offer",3.5 out of 5 stars
"21,099","Samsung Galaxy A50s (Prism Crush Black, 6GB RAM, 128GB Storage)",4.1 out of 5 stars
750,Nillkin Frosted Shield Ultra Thin Hard Plastic Back Cover Case for Xiaomi Redmi Note 8 (Blue),
"54,999","Mi 10 (Coral Green, 8GB RAM, 256GB Storage) - 108MP Quad Camera, SD 865 Processor, 5G Ready",3.5 out of 5 stars
"11,125",Vivo U10 Electric Blue (3GB+32GB) + Black Bumper Back Case,4.1 out of 5 stars
,itelA21WISH 4G Volte Smartphone,2.5 out of 5 stars
"14,899","Lenovo K8 Note (Fine Gold, 4GB) System Update",3.6 out of 5 stars
276,SBA999-A006 Metal Lazy Stand Bracket/Mobile Phone Stand | Flexible | Portable - Foldable | 360 Degree | Gooseneck Long Arm Clip,3.2 out of 5 stars
,Mohalla Assi,
,"Honor 8 Lite 4GB (Blue,64GB)",3.9 out of 5 stars
"1,31,900",Apple iPhone 11 Pro Max (256GB) - Gold,4.5 out of 5 stars
"68,300",Apple iPhone 11 (64GB) - (Product) RED,4.6 out of 5 stars
195,SBA999 A003 Wireless|Bluetooth|Headphones/Headset with Mic and Volume Button Earphone for Mi Note 5 Pro/TS Mi Note 5 Pro/mi 6 Pro/mi 6A/ mi Y2/ Mi A2 (Black),
"27,999","Samsung Galaxy A51 (Black, 8GB RAM, 128GB Storage) with No Cost EMI/Additional Exchange Offers",4.2 out of 5 stars
184,Modern Latest Mobile Phone Circuits & Fault Finding (Revised Edn.),2.7 out of 5 stars
"23,396","(Renewed) Redmi K20 Pro (Carbon Black, 6GB RAM, 128GB Storage)",1.0 out of 5 stars
"29,999","Redmi K20 Pro (Carbon Black, 8GB RAM, 256GB Storage) - Extra 2,000 Off on Exchange &12 Month No Cost EMI",4.3 out of 5 stars
